iter	RMSE
279	70.42035891
280	70.41713889
281	70.30066953
282	70.28187272
283	70.24486468
284	70.23841034
285	70.23552998
286	70.22682597
287	70.21807914
288	70.11995941
289	70.05102731
290	70.00576811
291	69.97722329
292	69.96983949
293	69.91762859
294	69.87404087
295	69.84021465
296	69.82326775
297	69.7505541
298	69.72925032
299	69.71349572
300	69.68796695
301	69.6740907
302	69.60093343
303	69.47940646
304	69.45767495
305	69.42807077
306	69.32330417
307	69.251552
308	69.22179545
309	69.21709513
310	69.16913507
311	69.14483214
312	69.11747253
313	69.09025208
314	68.95590308
315	68.88425978
316	68.8291345
317	68.82063344
318	68.81763845
319	68.80957839
320	68.76712267
321	68.72671981
322	68.63486818
323	68.62261922
324	68.57824457
325	68.50716106
326	68.46733024
327	68.4502726
328	68.35148582
329	68.32967353
330	68.29253564
331	68.27580446
332	68.25895547
333	68.18586405
334	68.17792462
335	68.14552565
336	68.09099408
337	68.08445501
338	68.03846898
339	67.98990723
340	67.95183632
341	67.90168302
342	67.87018968
343	67.85568849
344	67.81752524
345	67.8005458
346	67.7413512
347	67.65335088
348	67.6292481
349	67.54445414
350	67.5212734
351	67.50014103
352	67.48400898
353	67.44511953
354	67.43245262
355	67.41910914
356	67.36846334
357	67.24500378
358	67.21390828
359	67.20077706
360	67.16092798
361	67.14521662
362	67.04174132
363	66.99172908
364	66.97085523
365	66.94613175
366	66.86973138
367	66.86761085
368	66.84255017
369	66.79027876
370	66.65014592
371	66.63318236
372	66.59918888
373	66.58776187
374	66.5627907
375	66.54169038
376	66.51938596
377	66.49753605
378	66.45840168
379	66.45207637
380	66.43963271
381	66.40377241
382	66.37717202
383	66.34250649
384	66.30161768
385	66.28910617
386	66.21661814
387	66.18295083
388	66.13881509
389	66.13644145
390	66.09677885
391	66.07696264
392	65.99127141
393	65.97692273
394	65.86600565
395	65.75904974
396	65.68376648
397	65.55648582
398	65.51314895
399	65.46318372
400	65.27033186
401	65.18835711
402	65.1601835
403	65.13049029
404	65.12859259
405	65.03619767
406	64.96370801
407	64.94835052
408	64.91138112
409	64.84211436
410	64.83730924
411	64.82089332
412	64.817637
413	64.75197357
414	64.67731667
415	64.6628794
416	64.60434824
417	64.60309894
418	64.54306217
419	64.42642254
420	64.36787676
421	64.28704096
422	64.24042453
423	64.17157694
424	64.09329667
425	64.07388586
426	64.04034323
427	63.92008485
428	63.84617502
429	63.78256888
430	63.74091307
431	63.60210061
432	63.52082336
433	63.44009298
434	63.33815187
435	63.3364329
436	63.2419493
437	63.14711292
438	63.11630957
439	63.06123085
440	63.03261648
441	62.97423847
442	62.91375716
443	62.89141986
444	62.84119977
445	62.82336009
446	62.7640566
447	62.74834199
448	62.73489926
449	62.72792652
450	62.71922639
451	62.68785978
452	62.63585056
453	62.61980238
454	62.61292827
455	62.6124361
456	62.54387987
457	62.47207498
458	62.45818856
459	62.44738387
460	62.39776976
461	62.30688237
462	62.27779945
463	62.27627852
464	62.27452501
465	62.26699133
466	62.1827859
467	62.15312757
468	62.1009206
469	62.08241548
470	62.05880656
471	61.99376112
472	61.97209981
473	61.93786827
474	61.93292536
475	61.92332082
476	61.77646011
477	61.7553338
478	61.71519206
479	61.70288314
480	61.70121982
481	61.68503215
482	61.6253865
483	61.59418058
484	61.49678157
485	61.49365714
486	61.43468591
487	61.39882834
488	61.35466197
489	61.33908397
490	61.33757647
491	61.27816551
492	61.21014236
493	61.18282682
494	61.07665402
495	61.04034424
496	61.03116868
497	60.96085145
498	60.9208667
499	60.90639624
500	60.84516466
501	60.80948833
502	60.72173785
503	60.70559108
504	60.69154604
505	60.66963059
506	60.64847026
507	60.63870691
508	60.58598068
509	60.55036067
510	60.49228176
511	60.46283307
512	60.4381228
513	60.41354885
514	60.33668363
515	60.29072568
516	60.2357769
517	60.22974283
518	60.22345789
519	60.15286002
520	60.07235051
521	60.04928373
522	60.04635131
523	60.02031527
524	59.92745161
525	59.8973982
526	59.88510346
527	59.8350303
528	59.81745004
529	59.70450791
530	59.69179646
531	59.61304763
532	59.55192881
533	59.47493443
534	59.42329664
535	59.36044677
536	59.35127639
537	59.29955696
538	59.23700507
539	59.20289552
540	59.08517565
541	59.06560413
542	59.00840679
543	58.9673879
544	58.92974876
545	58.90881187
546	58.90384964
547	58.88044401
548	58.83043222
549	58.81918701
550	58.79196478
551	58.7548028
552	58.72878679
553	58.68688078
554	58.62859
555	58.48874974
556	58.4112157
557	58.37656479
558	58.29092086
559	58.24385408
560	58.24243385
561	58.22817358
562	58.20225021
563	58.17591332
564	58.14088666
565	58.09322525
566	58.03521945
567	57.92446108
568	57.92314615
569	57.87698713
570	57.82228846
571	57.82176612
572	57.78916327
573	57.72529044
574	57.70245221
575	57.60466886
576	57.57683148
577	57.56784559
578	57.51553614
579	57.46886291
580	57.4687906
581	57.44528598
582	57.40003778
583	57.38164302
584	57.37790128
585	57.34495281
586	57.34189801
587	57.28139657
588	57.26113391
589	57.20019019
590	57.14152349
591	57.06917563
592	57.00428018
593	56.97399519
594	56.96799239
595	56.93426211
596	56.93300973
597	56.90617242
598	56.83532359
599	56.81285398
600	56.75921583
601	56.74974867
602	56.61304755
603	56.57841319
604	56.55987507
605	56.44220021
606	56.43479691
607	56.40926396
608	56.39334474
609	56.33508793
610	56.29246958
611	56.26984273
612	56.26568958
613	56.24983791
614	56.2059881
615	56.1885682
616	56.10823408
617	56.03770723
618	56.02901392
619	56.00817715
620	55.99817872
621	55.99322662
622	55.93423719
623	55.92092202
624	55.89363429
625	55.88118422
626	55.8114985
627	55.72382277
628	55.71568197
629	55.70753503
630	55.70627437
631	55.70601534
632	55.69768875
633	55.61398051
634	55.54462294
635	55.52318538
636	55.4811469
637	55.37905434
638	55.36313769
639	55.32056786
640	55.31454539
641	55.26841594
642	55.22967856
643	55.22862617
644	55.21691536
645	55.16618161
646	55.12654013
647	55.11752404
648	55.07630104
649	55.04306981
650	55.04196774
651	54.93103089
652	54.9123854
653	54.91149556
654	54.85785901
655	54.76185956
656	54.72421668
657	54.71987404
658	54.68516945
659	54.59892303
660	54.52440683
661	54.52393332
662	54.47543072
663	54.44883578
664	54.42364386
665	54.38559326
666	54.36362771
667	54.28390175
668	54.2061288
669	54.2024573
670	54.18473823
671	54.14358904
672	54.04846937
673	54.03861403
674	53.99275155
675	53.97150376
676	53.95301633
677	53.92429974
678	53.90124453
679	53.85663601
680	53.81494089
681	53.78219478
682	53.75386557
683	53.74638978
684	53.71346694
685	53.69887518
686	53.67304335
687	53.66271124
688	53.65035218
689	53.64212325
690	53.62032211
691	53.58679267
692	53.55106677
693	53.49723584
694	53.46917733
695	53.45645169
696	53.35520728
697	53.33739957
698	53.27497504
699	53.26152567
700	53.20128028
701	53.1543836
702	53.13381104
703	53.10788199
704	53.0684217
705	53.03182369
706	53.03087808
707	52.99461187
708	52.94675154
709	52.91716124
710	52.89180388
711	52.88841614
712	52.82725338
713	52.77324828
714	52.72535305
715	52.72439688
716	52.70212294
717	52.70124415
718	52.67644715
719	52.65736432
720	52.58581856
721	52.55003033
722	52.46568471
723	52.46282217
724	52.39713199
725	52.3897791
726	52.35875818
727	52.32214768
728	52.29848774
729	52.28898176
730	52.275828
731	52.24993458
732	52.23883898
733	52.19789837
734	52.16799424
735	52.14988216
736	52.08033068
737	52.07198183
738	52.05705069
739	52.02408539
740	52.02264305
741	52.00751412
742	51.98381026
743	51.95844949
744	51.95296225
745	51.9486616
746	51.93905801
747	51.88699431
748	51.83798121
749	51.7967961
750	51.76714354
751	51.74198498
752	51.72115796
753	51.67810961
754	51.58802259
755	51.53639709
756	51.51276656
757	51.47779724
758	51.411835
759	51.3243637
760	51.27660056
761	51.25830332
762	51.23161015
763	51.19402886
764	51.15371408
765	51.1286135
766	51.06259267
767	51.06186073
768	51.00840182
769	50.96545115
770	50.88343166
771	50.86216897
772	50.85079086
773	50.82016917
774	50.79915055
775	50.72083821
776	50.68466929
777	50.66313101
778	50.5967999
779	50.58265806
780	50.58166439
781	50.57788348
782	50.55594977
783	50.53179489
784	50.49364115
785	50.48215287
786	50.48117164
787	50.465064
788	50.45527512
789	50.43445017
790	50.39103392
791	50.39048458
792	50.3899101
793	50.29589473
794	50.28915556
795	50.21891724
796	50.1884676
797	50.14013401
798	50.12522641
799	50.09545941
800	50.05828215
801	50.03326377
802	49.99595711
803	49.99120565
804	49.93029601
805	49.90504705
806	49.87517896
807	49.87268731
808	49.82582728
809	49.813731
810	49.81208264
811	49.81141296
812	49.78442929
813	49.72651999
814	49.72342715
815	49.69129459
816	49.69021077
817	49.67691953
818	49.65401593
819	49.55654745
820	49.52019
821	49.49633042
822	49.43193742
823	49.36626433
824	49.33469619
825	49.30436654
826	49.28839387
827	49.25146339
828	49.17353417
829	49.15671339
830	49.11850243
831	49.09660033
832	49.07768517
833	49.04110944
834	49.02133451
835	48.95856285
836	48.94037624
837	48.897176
838	48.88597347
839	48.85705251
840	48.81371077
841	48.80173502
842	48.78240813
843	48.7568136
844	48.71619133
845	48.70719229
846	48.68385824
847	48.67867267
848	48.67310101
849	48.65732947
850	48.63140359
851	48.60812182
852	48.58161634
853	48.55383116
854	48.5344787
855	48.5031348
856	48.45704629
857	48.43836959
858	48.41638364
859	48.37455943
860	48.30024168
861	48.29898538
862	48.28135427
863	48.26460424
864	48.24407947
865	48.2352577
866	48.22710335
867	48.21929405
868	48.19744115
869	48.17533637
870	48.1273114
871	48.12458803
872	48.10215539
873	48.09761582
874	48.05313002
875	48.04451972
876	48.00266887
877	48.00026714
878	47.9717622
879	47.94306723
880	47.91393316
881	47.88006231
882	47.84818266
883	47.83537993
884	47.81901773
885	47.78069098
886	47.71730974
887	47.70067974
888	47.63758999
889	47.59623768
890	47.59495551
891	47.52579406
892	47.50034476
893	47.4791202
894	47.47411819
895	47.46433541
896	47.4517815
897	47.43932254
898	47.41007815
899	47.34532061
900	47.31555224
901	47.26519079
902	47.21652027
903	47.16962895
904	47.15685225
905	47.13820397
906	47.10173064
907	47.07911171
908	47.03597625
909	47.01489667
910	46.99051333
911	46.95219281
912	46.93516385
913	46.91825316
914	46.90281073
915	46.86012836
916	46.80285048
917	46.78922738
918	46.78010406
919	46.77915772
920	46.778127
921	46.71959262
922	46.70574181
923	46.69525418
924	46.67761268
925	46.64023375
926	46.61129324
927	46.54855456
928	46.54264436
929	46.52559569
930	46.52083948
931	46.50261962
932	46.4638449
933	46.44815486
934	46.41944643
935	46.41064739
936	46.3935148
937	46.38647368
938	46.37040693
939	46.35323122
940	46.32470273
941	46.31605625
942	46.30222416
943	46.2923316
944	46.27095013
945	46.22677136
946	46.20647126
947	46.18993482
948	46.15520827
949	46.14252768
950	46.11700709
951	46.07870108
952	46.05557015
953	46.02442762
954	46.01313537
955	46.00518757
956	45.98742724
957	45.94875636
958	45.94305189
959	45.91129194
960	45.88427694
961	45.8761682
962	45.85228982
963	45.83977718
964	45.80643758
965	45.79528504
966	45.78468338
967	45.75820083
968	45.71900358
969	45.67859691
970	45.61090813
971	45.61038602
972	45.58811904
973	45.52371375
974	45.52034822
975	45.49070016
976	45.47564762
977	45.46605458
978	45.44241087
979	45.41152115
980	45.34265754
981	45.30621839
982	45.30115933
983	45.28437398
984	45.27872457
985	45.25759883
986	45.24614172
987	45.21014515
988	45.20247741
989	45.1830127
990	45.15605482
991	45.12935557
992	45.11265989
993	45.09635833
994	45.08897625
995	45.07527185
996	45.0703368
997	45.03627898
998	45.02167682
999	45.0049723
